Year,HCPCS Code,NPI_DOC,SRVS_ASC_PHY,SRVS_IP_PHY,SRVS_OFF,SRVS_OP_PHY,ALWD_ASC_PHY,ALWD_IP_PHY,ALWD_OFF,ALWD_OP_PHY,PAID_ASC_PHY,PAID_IP_PHY,PAID_OFF,PAID_OP_PHY
2021,93010,1780905810,,119,,98,,1013.62,,816.05,,822.9,,615.14
2020,93010,1487628293,,263,4,52,,2309.82,25.29,429.93,,1767.95,19.97,329.78
2019,93010,1487628293,,242,4,87,,2143.76,25.32,776.48,,1591.11,19.86,562.42
2021,93010,1487628293,,173,,37,,1430.88,,292.68,,1098.63,,221.02
2020,93010,1548419179,,254,2,156,,2073.78,8.43,1205.49,,1602.67,6.74,942.8
2019,93010,1548419179,,375,,463,,2928.68,,3004.64,,2256.65,,2308.9
2021,93010,1548419179,,234,,46,,1853.64,,366.18,,1471.26,,286.71
2020,93010,1245262377,,,2,,,,8.43,,,,0,
2019,93010,1245262377,,,2,,,,8.44,,,,6.74,
2021,93010,1245262377,,24,,29,,195.12,,235.77,,157.68,,190.53
2020,93010,1942336078,,,,15,,,,61.81,,,,49
2021,93010,1942336078,,2,,7,,8.59,,51.54,,6.87,,41.22
2020,93010,1609043637,2,633,,215,8.83,5200.87,,1783.66,7.06,4092.63,,1419.06
2019,93010,1609043637,,275,,190,,2367.9,,1657.53,,1720,,1104.94
2021,93010,1609043637,2,1270,2,546,8.59,10273.64,8.59,4492.57,6.87,8024.72,6.87,3527.01
2020,93010,1316172067,,,,1164,,,,6862.02,,,,5413.68
2019,93010,1316172067,,2,5,97,,16.88,33.76,649.7,,13.34,26.68,510.8
2021,93010,1316172067,,178,,471,,1609.74,,3365.82,,1295.29,,2666.63
2020,93010,1710270038,,141,8,109,,1147.08,60.57,947.21,,892.25,20.23,503.94
2019,93010,1710270038,,915,63,421,,7829.01,545.52,3546.03,,5997.98,372.53,2639.4
2021,93010,1710270038,,837,67,357,,6820.51,563.19,2909.86,,5425.15,320.15,2280.72
2020,93010,1467561902,,19,2,44,,167.77,8.83,379.69,,133.9,7.18,254.94
2019,93010,1467561902,,90,,97,,759.03,,804.2,,595.32,,630.8
2021,93010,1467561902,,9,,49,,66.88,,395.91,,46.61,,296.36
2020,93010,1972559177,,98,,32,,825.55,,269.39,,653.3,,215.45
2019,93010,1972559177,,218,,156,,1794.69,,1300.5,,1351.36,,839.96
2021,93010,1972559177,,143,,87,,1126.94,,723.26,,895.09,,531.67
2020,93010,1619142528,,506,,141,,4110.37,,955.9,,3248.8,,750.18
2019,93010,1619142528,,360,,117,,3554.7,,476.52,,2826.92,,373.86
2021,93010,1619142528,,296,,142,,2085.4,,899.87,,1444.92,,692.03
2020,93010,1386692689,,201,3,107,,1624.35,16.86,754.44,,1286.68,13.7,586.5
2021,93010,1386692689,,87,23,12,,780.48,178.86,89.43,,613.9,122.02,72.61
2020,93010,1417952029,,183,,66,,1362.42,,513.01,,1080.51,,414.67
2019,93010,1417952029,,133,4,93,,994.74,25.29,573.24,,782.34,19.89,450.84
2021,93010,1417952029,,53,2,30,,388.8,8.1,226.8,,298.08,6.48,174.96
2020,93010,1831350990,,55,5,1273,,455.22,33.72,11388.93,,367.16,27.15,9127.47
2019,93010,1831350990,,110,9,2204,,953.72,67.52,20298.2,,761.6,53.91,16097.35
2021,93010,1831350990,,45,6,439,,447.15,40.65,3829.23,,364.1,33.1,3111.4
2020,93010,1790732931,,3,2,,,17.16,8.43,,,13.72,6.74,
2019,93010,1790732931,,3,,,,17.14,,,,13.44,,
2021,93010,1790732931,,3,,,,16.6,,,,13.28,,
2021,93010,1245230507,,,207,,,,1186.98,,,,946.66,
2020,93010,1821190067,,2,,2,,8.83,,8.83,,7.04,,7.18
2019,93010,1821190067,,8,,3,,61.39,,17.54,,48.72,,13.92
2021,93010,1821190067,,3,,,,17.18,,,,6.97,,
2019,93010,1922038298,,1556,2,842,,13181.31,8.77,7156.32,,10090.1,6.88,5250.31
2020,93010,1528036118,,19,,8,,142.97,,58.87,,101.46,,44.47
2019,93010,1528036118,,51,,11,,345.63,,92.73,,271.01,,71.15
2020,93010,1275896649,,213,,70,,1686,,564.81,,1345.11,,451.58
2021,93010,1275896649,,379,,150,,2666.64,,1195.11,,2121.27,,945.65
2019,93010,1265403364,,,3,,,,17.54,,,,13.76,
2020,93010,1720047806,,,19,,,,143.31,,,,101.21,
2019,93010,1720047806,,1,205,2,,8.44,1654.24,8.44,,6.74,1309.29,6.74
2021,93010,1720047806,,,5,,,,32.52,,,,26,
2020,93010,1275636532,,439,4,130,,4510.05,25.29,741.84,,3567.31,20.41,565.57
2019,93010,1275636532,,376,,134,,3966.8,,953.72,,3004.44,,707.73
2021,93010,1275636532,,334,4,69,,3317.04,24.39,398.37,,2620.8,19.81,318.95
2020,93010,1043296502,,92,,44,,755.04,,360.36,,607.26,,276.05
2019,93010,1043296502,,107,,45,,865.57,,351.37,,691.85,,280.85
2021,93010,1043296502,,153,,75,,1045.8,,622.5,,830,,467.07
2020,93010,1851465926,,736,,237,,6799.1,,2030.9,,5426.88,,1608.71
2019,93010,1851465926,,958,,475,,8559.52,,4060.51,,6689.58,,3047.21
2021,93010,1851465926,,570,,235,,4973.61,,1941.34,,4012.54,,1551.37
2020,93010,1982606448,,341,,253,,3187.63,,2269.31,,2569.06,,1819.96
2019,93010,1982606448,,210,3,293,,1876.78,17.54,2745.01,,1495.66,13.96,2175.07
2021,93010,1982606448,,283,,278,,2551.23,,2439.56,,2040.4,,1951.09
2020,93010,1134116676,,196,,225,,1483.68,,1812.45,,1183.82,,1456.59
2019,93010,1134116676,,487,,460,,4051.2,,3646.08,,3235.2,,2904.94
2021,93010,1134116676,,299,,292,,1934.94,,2105.67,,1494.89,,1638
2020,93010,1306952627,,412,,86,,3338.28,,640.68,,2650.1,,512.11
2019,93010,1306952627,,347,,113,,2776.76,,810.24,,2168.08,,615.9
2021,93010,1306952627,,377,,91,,3016.23,,634.14,,2410.49,,515.58
2020,93010,1538120969,,12,,2,,87.6,,8.76,,70.46,,6.99
2019,93010,1538120969,,36,,20,,287.32,,121.73,,221.84,,88.55
2020,93010,1578640884,,339,31,173,,3135.96,252.9,1466.82,,2366.84,150.37,1074.58
2019,93010,1578640884,,491,70,155,,4346.6,565.48,1308.2,,3369.69,344.94,997.41
2021,93010,1578640884,,334,34,89,,2918.67,154.47,715.44,,2093,117,533.23
2020,93010,1902897341,,,,3,,,,16.86,,,,0
2020,93010,1770816951,,1,,,,8.43,,,,6.74,,
2021,93010,1770816951,,1,,,,8.13,,,,6.57,,
2020,93010,1508058900,,29,30,17,,213.12,97.68,133.2,,172.86,72.2,108.3
2019,93010,1508058900,,171,,165,,1465.31,,1423.32,,969.12,,939.78
2021,93010,1508058900,,60,,34,,387.9,,249.98,,311.4,,195.09
2021,93010,1306103213,,36,27,19,,260.16,146.34,154.47,,203.7,97.5,123.5
2020,93010,1144417569,,102,,46,,869,,399.74,,692.82,,317.46
2019,93010,1144417569,,63,,21,,511.53,,164.73,,401.2,,129.2
2021,93010,1144417569,,34,,23,,269.12,,193.43,,217.28,,156.17
2020,93010,1164418711,,7,,17,,52.14,,147.73,,42.42,,106.05
2019,93010,1164418711,,644,,378,,4566.04,,2802.08,,3515.2,,2092.08
2021,93010,1164418711,,45,6,76,,335.6,41.25,587.7,,266.51,33.61,464.99
2020,93010,1205910601,,58,,25,,494.48,,211.92,,389.34,,167.76
2019,93010,1205910601,,102,4,41,,762.99,26.31,342.03,,598.56,20.64,268.32
2021,93010,1205910601,,6,,3,,42.95,,17.18,,34.35,,13.74
2020,93010,1275710402,,542,31,185,,4414.52,260.18,1572.89,,3495.22,194.18,1235.07
2019,93010,1275710402,,752,26,370,,6051.66,225.19,3138.54,,4561.14,152.22,2061.28
2021,93010,1275710402,,346,38,196,,2733.25,311.17,1648.36,,2167.05,222.09,1185.62
2020,93010,1750693248,,,,13,,,,97.13,,,,77.77
2019,93010,1750693248,,26,,9,,228.02,,70.16,,172,,55.04
2021,93010,1750693248,,,,86,,,,695.79,,,,535.86
2020,93010,1083875181,,193,2,195,,1626.99,8.43,1626.99,,1306.12,6.84,1270.6
2019,93010,1083875181,,63,,85,,514.84,,708.96,,411.14,,566.16
2021,93010,1083875181,,48,,40,,390.24,,317.07,,303.14,,257.01
2020,93010,1003886409,,276,,70,,2301.39,,488.94,,1844.74,,392.36
2019,93010,1003886409,,376,,96,,3148.12,,700.52,,2508.87,,559.42
2021,93010,1003886409,,313,,62,,2504.04,,455.28,,2015.68,,370.72
2020,93010,1922065002,,,6,,,,42.15,,,,13.42,
2019,93010,1922065002,,,117,74,,,953.72,607.68,,,599.95,476.59
2020,93010,1235138470,,357,8,163,,2827.96,60.83,1164.57,,2203.49,48.65,886.68
2019,93010,1235138470,,508,7,230,,4218.24,50.64,1704.7,,3175.31,39.66,1260.61
2021,93010,1235138470,,366,3,191,,2831.68,16.82,1503.16,,2218.57,13.46,1177.3
2020,93010,1508866252,,85,,56,,826.14,,455.22,,665.53,,366.54
2019,93010,1508866252,,112,,59,,1097.2,,481.08,,859.66,,376.79
2021,93010,1508866252,,47,,28,,430.89,,219.51,,348.74,,177.66
2020,93010,1205246931,,201,4,71,,1720.62,26.07,608.3,,1356.7,20.85,472.6
2021,93010,1205246931,,175,14,65,,1354.01,117.74,529.83,,1079.93,80.76,420.71
2020,93010,1699712703,,163,2,97,,1188.63,8.43,708.12,,953.33,6.69,563.23
2019,93010,1699712703,,167,31,132,,1266,261.64,1080.32,,961.07,208.94,849.24
2021,93010,1699712703,,96,,57,,715.44,,422.76,,575.94,,324.38
2020,93010,1023362233,,116,,26,,968.3,,176.1,,769.84,,133.17
2019,93010,1023362233,,134,,31,,1094.45,,218.71,,859.75,,164.91
2021,93010,1023362233,,80,,21,,667.68,,170.5,,534.06,,129.63
2020,93010,1811048697,,701,427,1394,,5850.42,3523.74,11599.68,,4487.91,2569.54,8656.2
2019,93010,1811048697,,877,462,1789,,7224.64,3772.68,14795.32,,5541.44,2714.15,10940.09
2021,93010,1811048697,,362,360,1117,,3073.14,2878.02,9097.47,,2442.66,2179.21,6995.92
2020,93010,1841309341,,498,,527,,4720.8,,4670.22,,3811.61,,3742.76
2019,93010,1841309341,,202,,622,,1789.28,,5561.96,,1422.72,,4407.2
2021,93010,1841309341,,386,,210,,3528.42,,1812.99,,2845.26,,1465.29
2020,93010,1831352145,,177,,36,,1441.53,,286.62,,1118.38,,216.92
2019,93010,1831352145,,225,,34,,1839.92,,270.08,,1314.86,,185.08
2021,93010,1831352145,,76,,7,,609.75,,48.78,,442,,39
2020,93010,1972500932,,201,,311,,1739.51,,1986.75,,1374.33,,1586.43
2019,93010,1972500932,,271,,187,,2271.43,,1525.98,,1773.75,,1187.59
2021,93010,1972500932,,6,,105,,42.95,,773.1,,34.6,,608.38
2019,93010,1497730337,,249,,184,,1832.93,,1420.74,,1437.92,,1104.94
2020,93010,1801090766,,4,,3,,33.72,,16.86,,26.8,,13.4
2020,93010,1881669604,,,13,,,,92.73,,,,74.6,
2019,93010,1881669604,,,23,,,,168.8,,,,127.49,
2021,93010,1881669604,,,7,,,,48.78,,,,39.12,
2020,93010,1134303035,,875,,229,,7241.37,,1854.6,,5828.31,,1494.34
2019,93010,1134303035,,1104,,263,,9089.88,,2160.64,,7232.79,,1722.88
2021,93010,1134303035,,693,,105,,5479.62,,837.39,,4461.88,,681.86
2020,93010,1659715696,,75,,38,,640.68,,303.48,,494.38,,242.64
2021,93010,1659715696,,142,7,79,,1211.37,48.78,609.75,,925.62,32.5,482.39
2019,93010,1720082779,,,2,,,,8.77,,,,7.01,
2020,93010,1356515845,,711,4,547,,5883.13,25.81,4492.73,,4736.24,20.97,3602.46
2019,93010,1356515845,,205,,136,,1625.07,,1076.97,,1298.73,,860.74
2021,93010,1356515845,,878,,616,,6669.13,,4709.6,,5316.7,,3701.5
2020,93010,1316239957,,26,,3,,206.5,,24.78,,166.34,,20.07
2019,93010,1316239957,,57,,19,,437.78,,156.94,,347.15,,111.35
2020,93010,1720066806,,196,,122,,1500.54,,1003.17,,1109.87,,703.05
2019,93010,1720066806,,312,,169,,2599.52,,1434.8,,1963.21,,1061.7
2021,93010,1720066806,,231,,180,,1837.38,,1365.84,,1404,,975
2020,93010,1124037528,,65,,46,,556.16,,399.74,,408.6,,271.38
2019,93010,1124037528,,28,,13,,225.42,,112.71,,148.52,,47.06
2021,93010,1124037528,,182,10,154,,1496.98,75.69,1261.5,,1191.21,47.11,959.73
2020,93010,1477741122,,186,2,131,,1540.24,8.83,1114.11,,1176.35,0,755.65
2019,93010,1477741122,,313,2,143,,2508.38,8.71,1154.67,,1961.39,6.93,890.9
2021,93010,1477741122,,130,6,115,,1032.12,42.3,961.31,,774.05,34.25,702.5
2020,93010,1841293370,,9,34,1404,,75.87,252.9,11464.8,,56.56,171.66,7678.65
2019,93010,1841293370,,47,38,1754,,379.8,270.08,14288.92,,285.75,139.48,9503.41
2021,93010,1841293370,,,22,1416,,,170.73,11186.88,,,109.26,7915.2
2020,93010,1821397092,,11,,5,,101.16,,33.72,,81.65,,27.26
2021,93010,1821397092,,15,,4,,121.95,,24.39,,91,,19.51
2020,93010,1760508592,,602,3,97,,5259.64,17.16,815.21,,4143.2,13.44,645.25
2019,93010,1760508592,,625,,104,,5733.33,,891.28,,4376.04,,666.38
2021,93010,1760508592,,551,2,148,,4797.4,8.3,1294.8,,3793.13,6.64,1029.2
2019,93010,1891922134,,,3,,,,16.88,,,,13.48,
2021,93010,1891922134,,,2,2,,,8.13,8.13,,,6.51,6.51
2020,93010,1245557396,,63,,400,,591.61,,3637.96,,432.51,,2754.4
2019,93010,1245557396,,168,,426,,1525.98,,3744.79,,1183.05,,2740.54
2021,93010,1245557396,,91,,410,,747.33,,3547.67,,578.09,,2675.14
2020,93010,1043503907,,39,2,,,328.77,8.83,,,267.15,7.06,
2019,93010,1043503907,,123,6,24,,1324.27,43.85,219.25,,1056.54,34.98,167.98
2021,93010,1043503907,,138,,,,1089.42,,,,887.08,,
2019,93010,1265460885,,203,,66,,1586.72,,531.72,,1136.92,,323.89
2020,93010,1922209634,,322,30,215,,2772.11,259.92,1850.97,,2199.41,145.47,1449.86
2019,93010,1922209634,,489,46,322,,4178.94,389.92,2757.06,,3194.12,268.68,2064.58
2021,93010,1922209634,,106,15,53,,883.05,125.87,445.73,,706.65,80.53,356.69
2019,93010,1538153150,,187,,206,,1266,,590.8,,991.66,,459.1
2020,93010,1366735375,,44,,17,,362.49,,143.31,,281.52,,114.58
2019,93010,1366735375,,84,,20,,692.08,,168.8,,542.02,,132.2
2021,93010,1366735375,,51,,11,,373.98,,89.43,,304.52,,72.82
2020,93010,1669442323,,,3,,,,17.24,,,,13.9,
2021,93010,1669442323,,3,2,4,,16.68,8.34,25.02,,13.34,6.67,20.01
2020,93010,1437131273,,93,2,173,,767.13,8.43,1441.53,,579.38,6.83,1102.12
2019,93010,1437131273,,160,,165,,1308.2,,1375.72,,1024.96,,1069.64
2021,93010,1437131273,,131,3,261,,1048.77,16.26,2073.15,,817.89,13.06,1611.24
2020,93010,1295921989,,95,,58,,720.72,,471.9,,576.24,,370.44
2021,93010,1295921989,,169,,36,,1170.3,,298.8,,844.2,,207.7
2020,93010,1497782858,,520,,178,,4182.08,,1475.25,,3293.46,,1166.52
2019,93010,1497782858,,549,,283,,4484.32,,2348.05,,3210.13,,1669.61
2021,93010,1497782858,,389,,130,,2780.46,,1024.38,,2133.37,,761.67
2020,93010,1164478301,,575,,231,,4679.9,,1854.3,,3692.06,,1421.17
2019,93010,1164478301,,827,,343,,6928.3,,2797.63,,5159.99,,1924.44
2021,93010,1164478301,,479,,208,,3925.63,,1709.41,,2999.51,,1268.69
2020,93010,1801863634,,1115,,766,,8566.37,,6103.87,,6570.63,,4507.56
2019,93010,1801863634,,761,,445,,6147.03,,3710.76,,4913.37,,2945.68
2021,93010,1801863634,,763,2,472,,5410.45,8.41,3441.66,,4111.65,6.73,2553.03
2020,93010,1841287380,,101,,90,,758.7,,724.98,,612.72,,583.44
2019,93010,1841287380,,334,,233,,2776.76,,1747.08,,2217.46,,1395.18
2021,93010,1841287380,,234,,226,,1536.57,,1739.82,,1158.39,,1308.24
2020,93010,1710996194,,583,3,100,,3869.37,16.86,775.56,,3014.86,13.22,602.21
2019,93010,1710996194,,505,5,117,,3629.2,33.76,877.76,,2809.35,26.44,680.19
2021,93010,1710996194,,523,2,85,,3528.42,8.13,642.27,,2756.08,6.5,474.56
2019,93010,1730165481,,51,,3,,295.4,,16.88,,235.9,,13.48
2020,93010,1124027669,,561,123,445,,4695.51,952.59,3591.18,,3549.39,766.9,2673.81
2019,93010,1124027669,,530,23,673,,4667.32,168.8,5663.24,,3377.82,120.96,3943.13
2021,93010,1124027669,,565,88,355,,4760.13,626.01,2814.34,,3609.67,471.71,2168.34
2020,93010,1154696268,,8,,22,,61.81,,185.43,,49.42,,148.26
2021,93010,1154696268,,87,,174,,712.97,,1477.48,,570.21,,1171.1
2020,93010,1609042001,,79,,51,,618.1,,415.01,,496.02,,332.59
2019,93010,1609042001,,192,,115,,1631.22,,947.16,,1273.23,,736.66
2020,93010,1871531434,,221,,228,,1728.15,,1879.89,,1381.57,,1503.02
2019,93010,1871531434,,527,,451,,4374.68,,3789.56,,3483.36,,3017.28
2021,93010,1871531434,,324,,299,,2243.88,,2243.88,,1794,,1794
2020,93010,1508964115,,273,,548,,2207.5,,4732.44,,1634.55,,3137.99
2019,93010,1508964115,,448,,852,,3753.56,,7393.11,,2966.2,,5693.53
2021,93010,1508964115,,456,,794,,3717.75,,6741.43,,2890.91,,5136.74
2019,93010,1861432320,,5,,,,34.68,,,,25.49,,
2021,93010,1861432320,,3,,,,16.82,,,,13.46,,
2020,93010,1033110234,,44,,119,,362.49,,918.87,,294.15,,742.38
2019,93010,1033110234,,197,,201,,1763.96,,1401.04,,1408.56,,1108.01
2021,93010,1033110234,,89,,196,,682.92,,1382.1,,556.08,,1125.19
2020,93010,1356343867,,173,,84,,1529.33,,747.34,,1189.91,,580.77
2019,93010,1356343867,,154,,97,,1422.62,,865.57,,1085.83,,625.05
2021,93010,1356343867,,180,,119,,1684.9,,937.9,,1347.92,,750.32
2019,93010,1336107507,,23,,258,,185.68,,979.04,,147.84,,758.91
2020,93010,1932109683,,108,3,93,,1095.9,16.86,505.8,,882.88,13.42,408.13
2019,93010,1932109683,,44,13,55,,489.52,109.72,295.4,,383.53,87.1,231.37
2021,93010,1932109683,,84,5,42,,626.01,32.52,260.16,,500.5,19.86,206.46
2020,93010,1558398222,,365,,161,,2714.76,,1112.76,,2162.94,,893.09
2019,93010,1558398222,,231,,534,,2304.12,,2430.72,,1822.08,,1726.72
2021,93010,1558398222,,264,,178,,1975.59,,1292.67,,1351.59,,951.94
2020,93010,1336102003,,574,17,279,,4788.19,121.4,2354.99,,3790.3,48.3,1632.23
2019,93010,1336102003,,377,17,230,,3173.22,147.39,1959.42,,2406.29,69.94,1443.68
2021,93010,1336102003,,236,12,161,,1841.79,100.64,1328.78,,1467.14,67.07,989.31
2020,93010,1952589970,,35,,28,,362.49,,177.03,,275.08,,140.9
2019,93010,1952589970,,69,,73,,700.52,,438.88,,548.77,,343.77
2021,93010,1952589970,,34,,35,,260.16,,195.12,,208,,156
2020,93010,1801153556,,183,,159,,1518.76,,1333.33,,1209.14,,1060.6
2019,93010,1801153556,,245,4,100,,1854.02,26.25,831.05,,1309.67,20.58,617.25
2021,93010,1801153556,,245,,213,,1932.75,,1760.95,,1563.75,,1424.75
2020,93010,1619068012,,432,,710,,3611.47,,5960.25,,2853.97,,4690.92
2019,93010,1619068012,,403,,835,,3437.84,,7165.09,,2710.09,,5194.95
2021,93010,1619068012,,383,,530,,3178.3,,4483.55,,2506.28,,3475.67
2020,93010,1588806566,,155,2,96,,1306.65,8.43,505.8,,1061.75,6.71,411
2020,93010,1720078181,,166,,19,,1439.29,,132.45,,1134.44,,105.82
2019,93010,1720078181,,253,,49,,2078.49,,333.26,,1615,,257.15
2021,93010,1720078181,,172,,,,1219.78,,,,968.67,,
2020,93010,1114274149,,27,,217,,238.41,,2013.24,,192.47,,1590
2019,93010,1114274149,,34,,192,,262.77,,1648.76,,198.04,,1242.64
2021,93010,1114274149,,55,,239,,463.86,,1898.39,,356.96,,1363.22
2020,93010,1407800162,,74,,45,,563.47,,370.04,,447.14,,295.34
2019,93010,1407800162,,119,,39,,876.72,,311.91,,682.63,,244.57
2021,93010,1407800162,,3,,10,,24.3,,81,,19.44,,64.8
2019,93010,1346225596,,,,2,,,,8.44,,,,6.62
2020,93010,1336136878,,183,,192,,1449.96,,1551.12,,1152.75,,1234.95
2019,93010,1336136878,,342,,255,,2827.4,,1882.12,,2257.9,,1503.02
2021,93010,1336136878,,217,,215,,1308.93,,1617.87,,1046.5,,1199.45
2020,93010,1336191592,,,,3,,,,17.66,,,,7.06
2019,93010,1336191592,,,,4,,,,26.31,,,,20.64
2021,93010,1336191592,,,,4,,,,25.77,,,,20.61
2020,93010,1861541922,,1452,2,478,,12556.26,8.83,4026.48,,9846.71,6.92,3164.04
2019,93010,1861541922,,3413,6,1828,,29274.26,43.52,15514.13,,22183.62,27.25,11516.94
2021,93010,1861541922,,1363,8,488,,11467.19,60.13,4054.48,,8913.33,34.35,3090.36
2020,93010,1366695074,,242,63,489,,1905.37,425.68,3978.96,,1486.19,290.32,2842.69
2019,93010,1366695074,,203,39,797,,1620.48,295.4,6270.92,,1243.35,208.94,4551.72
2021,93010,1366695074,,260,62,445,,1951.2,420.3,3577.2,,1457.62,217.39,2486.13
2020,93010,1912158387,,324,2,402,,2191.45,8.62,2590.27,,1610.65,6.43,1795.37
2019,93010,1912158387,,257,2,165,,2098.81,8.6,1266.87,,1632.62,6.75,980.15
2021,93010,1912158387,,372,,439,,2447.34,,2701.14,,1945.86,,2133.67
2020,93010,1457641466,,,2,,,,8.43,,,,6.71,
2019,93010,1457641466,,,2,2,,,8.44,8.67,,,6.61,0
2020,93010,1861425605,,38,2,57,,335.54,8.83,459.16,,265.72,7.07,358.3
2019,93010,1861425605,,104,2,93,,929.62,8.77,789.3,,729.21,6.88,619.18
2021,93010,1861425605,,71,,55,,566.94,,515.4,,460.02,,418.2
2020,93010,1194752386,,12,,3,,87.58,,17.5,,71.16,,7.11
2019,93010,1194752386,,12,,7,,96.14,,52.44,,76.45,,41.7
2021,93010,1194752386,,8,,5,,59.22,,33.84,,47.95,,27.4
2019,93010,1649256637,,31,,21,,227.88,,168.8,,171.45,,127
2020,93010,1437253481,,17,,3,,134.88,,16.86,,108.72,,13.52
2019,93010,1437253481,,78,,5,,649.88,,33.76,,518.97,,26.96
2021,93010,1437253481,,22,,5,,178.86,,32.52,,144.56,,26.28
2020,93010,1174834170,,221,,49,,1778.73,,413.07,,1434.85,,335.65
2021,93010,1174834170,,467,,78,,3723.54,,634.14,,3009.06,,512.46
2020,93010,1831261809,,1402,478,1701,,11658.69,4004.25,14558.61,,9002.26,2867.63,10835.58
2019,93010,1831261809,,1412,478,1955,,11571.24,4017.44,16145.72,,8926.9,2923.36,12073.03
2021,93010,1831261809,,1077,500,1568,,9349.5,4024.35,13471.41,,7028.41,2958.89,10124.76
2019,93010,1295939486,,,5,,,,33.76,,,,26.44,
2020,93010,1639174337,,145,14,96,,1230.78,109.59,792.42,,971.5,46.97,626.56
2019,93010,1639174337,,164,5,136,,1536.08,33.76,1130.96,,1195.08,26.96,892.82
2021,93010,1639174337,,82,17,44,,658.53,138.21,357.72,,526.4,111.86,282.94
2020,93010,1407042757,,46,,135,,379.35,,1104.33,,306.71,,887.84
2019,93010,1407042757,,48,,100,,405.12,,818.68,,323.52,,647.04
2020,93010,1750382313,,5,,,,42.15,,,,34.25,,
2021,93010,1750382313,,2,,2,,16.26,,8.13,,13.18,,6.59
2020,93010,1932318615,,74,2,48,,643.06,8.69,408.43,,499.23,6.81,222.13
2019,93010,1932318615,,155,,92,,1265.82,,788.97,,826.68,,355.47
2021,93010,1932318615,,287,18,120,,2388.44,151.1,983.97,,1881.69,100.72,754.15
2020,93010,1760457469,,228,,103,,2166.51,,1062.18,,1738.84,,846.29
2019,93010,1760457469,,536,,199,,4971.16,,1789.28,,3962.56,,1394.31
2019,93010,1124036512,,89,,87,,751.16,,624.56,,545.25,,477.36
2020,93010,1356669154,,90,,28,,699.69,,210.75,,566.06,,170.5
2019,93010,1356669154,,48,,5,,381.12,,33.76,,304.38,,26.96
2021,93010,1356669154,,222,,36,,1756.08,,292.68,,1408.25,,235.8
2020,93010,1487762209,,82,,419,,674.4,,3498.45,,517.09,,2674.39
2019,93010,1487762209,,140,,450,,1123.6,,3811.95,,878.62,,2933.37
2021,93010,1487762209,,36,,402,,260.16,,3113.79,,208.32,,2469.67
2020,93010,1144438854,,,,33,,,,284.16,,,,215.78
2021,93010,1144438854,,,,75,,,,635.66,,,,442.51
2020,93010,1306953104,,478,,186,,3962.1,,1517.4,,3132.72,,1201.76
2019,93010,1306953104,,552,,226,,4608.24,,1839.92,,3680.04,,1469.32
2021,93010,1306953104,,602,,244,,4788.57,,1894.29,,3892.56,,1535.84
2020,93010,1740569227,,14,,5,,101.16,,33.72,,80.88,,26.96
2021,93010,1740569227,,207,,74,,1662.79,,588.88,,1329.71,,464.04
2020,93010,1225011109,,789,,91,,7983.21,,783.99,,6342.26,,621.43
2019,93010,1225011109,,347,,48,,3198.76,,481.08,,2505.71,,376.88
2021,93010,1225011109,,480,,65,,5300.76,,569.1,,4304.67,,463.4
2020,93010,1023007085,,1589,29,760,,12147.63,219.18,6212.91,,9571.72,142.1,4717.52
2019,93010,1023007085,,1892,18,992,,14204.52,135.04,7705.72,,11073.51,107.36,5608.14
2021,93010,1023007085,,1043,,508,,8195.04,,4024.35,,6448.65,,3107.28
2020,93010,1689929150,,23,,33,,203.09,,264.9,,161.12,,209.98
2021,93010,1689929150,,25,13,28,,214.75,103.08,231.93,,171.75,82.44,185.49
2019,93010,1962671842,,,2,,,,8.77,,,,6.95,
2020,93010,1386807337,,234,,177,,1922.04,,1281.36,,1543.49,,1012.95
2019,93010,1386807337,,16,,50,,135.37,,312.28,,107.16,,247.16
2021,93010,1386807337,,295,,39,,2309.38,,317.53,,1829.69,,247.75
2019,93010,1770584690,,47,,26,,403.42,,122.78,,315,,98
2020,93010,1336145333,,728,,306,,7283.52,,3110.67,,5264.94,,2160.44
2019,93010,1336145333,,790,5,492,,7764.8,33.76,4515.4,,5972.77,26.46,3358.29
2021,93010,1336145333,,615,,429,,6211.32,,3967.44,,4747.25,,3014.75
2020,93010,1336138742,,156,,815,,1146.48,,5799.84,,898.34,,4256.16
2019,93010,1336138742,,239,,1134,,1755.52,,8541.28,,1361.48,,6260.38
2021,93010,1336138742,,133,,451,,999.99,,3447.12,,793.76,,2429.05
2019,93010,1508865536,,,4,,,,26.01,,,,20.52,
2020,93010,1770553174,,4,,4,,26.07,,17.38,,20.79,,13.86
2019,93010,1770553174,,250,,73,,2115.48,,537.54,,1690.92,,429.66
2019,93010,1417928326,,2,,20,,16.88,,168.8,,13.24,,119.16
2019,93010,1356306815,,,2,,,,8.6,,,,6.87,
2020,93010,1497869101,,34,,854,,278.34,,3916.32,,225.19,,3133.3
2019,93010,1497869101,,131,,1020,,1021.76,,4198.71,,807.01,,3337.77
2021,93010,1497869101,,49,,704,,398.37,,3422.73,,314.4,,2672.4
2019,93010,1104872886,,,,6,,,,42.2,,,,20.13
2020,93010,1629054184,,200,,107,,1527.24,,763.62,,1190.74,,599.7
2019,93010,1629054184,,91,,47,,728.45,,385.65,,565.98,,308.25
2021,93010,1629054184,,212,,81,,1701.5,,664,,1347.92,,517.92
2020,93010,1942301619,,,9,5,,,67.44,33.72,,,54.48,26.82
